Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa, Porcentaje de las empresas que tienen un área encargada de las TIC , GOBERNANZA , Porcentaje de las empresas que tienen presupuesto para las TIC , Porcentaje del presupuesto total asignado a las TIC , PRESUPUESTO , Porcentaje de las empresas que invierten en capacitar al personal , Porcentaje de las empresas que considera que es importante que su empresa domine las TIC , CAPACITIACIÓN , Porcentaje de las empresas que cuentan con un protocolo para dar respuesta a incidentes digitales , Porcentaje de las empresas que han estimado los costos de incidentes digitales , Porcentaje de las empresas que tienen un área encargada de la seguridad informática , SEGURIDAD , Porcentaje de las empresas que consideran que el acceso a las TIC es importante , Porcentaje de las empresas que han realizado innovaciones en su empresa usando las TIC , INNOVACIÓN , Calculo del Indice 
2017,Region Central,Sector Secundario,Construccion,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Secundario,Construccion,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Secundario,Construccion,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Secundario,Construccion,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Total,Total,Total,  29.7 ,  29.7 ,  23.2 ,  12.4 ,  20.0 ,  26.7 ,  65.4 ,  42.2 ,  16.3 ,  5.6 ,  15.3 ,  13.9 ,  70.4 ,  29.5 ,  45.8 ,  30.3 
2017,Region Central,Sector Terciario,Total,Total,Micros,  19.9 ,  19.9 ,  14.4 ,  7.8 ,  12.4 ,  15.1 ,  61.3 ,  33.6 ,  8.5 ,  3.5 ,  7.3 ,  7.1 ,  65.8 ,  21.0 ,  38.9 ,  22.4 
2017,Region Central,Sector Terciario,Total,Total,Pymes,  63.1 ,  63.1 ,  51.6 ,  27.6 ,  44.4 ,  67.2 ,  79.8 ,  72.3 ,  41.2 ,  9.8 ,  41.0 ,  34.9 ,  87.0 ,  58.4 ,  69.8 ,  56.9 
2017,Region Central,Sector Terciario,Total,Total,Grandes,  96.0 ,  96.0 ,  100.0 ,  52.7 ,  85.8 ,  98.8 ,  91.4 ,  95.8 ,  87.5 ,  45.1 ,  87.5 ,  79.0 ,  96.0 ,  87.5 ,  90.9 ,  89.5 
2017,Region Central,Sector Terciario,Comercio,Total,Total,  21.2 ,  21.2 ,  16.8 ,  8.9 ,  14.4 ,  17.6 ,  59.9 ,  34.5 ,  11.0 ,  4.4 ,  11.4 ,  9.8 ,  64.4 ,  23.2 ,  39.7 ,  23.9 
2017,Region Central,Sector Terciario,Comercio,Total,Micros,  15.3 ,  15.3 ,  12.0 ,  6.6 ,  10.4 ,  12.1 ,  58.3 ,  30.5 ,  7.1 ,  3.9 ,  7.0 ,  6.5 ,  61.7 ,  19.4 ,  36.3 ,  19.8 
2017,Region Central,Sector Terciario,Comercio,Total,Pymes,  57.5 ,  57.5 ,  45.0 ,  23.5 ,  38.5 ,  51.5 ,  69.5 ,  58.7 ,  33.1 ,  7.2 ,  36.9 ,  29.0 ,  82.3 ,  47.6 ,  61.5 ,  49.1 
2017,Region Central,Sector Terciario,Comercio,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Total,Total,  43.0 ,  43.0 ,  33.4 ,  18.1 ,  28.8 ,  41.1 ,  74.1 ,  54.3 ,  24.8 ,  7.5 ,  21.6 ,  20.4 ,  79.9 ,  39.5 ,  55.6 ,  40.4 
2017,Region Central,Sector Terciario,Servicios,Total,Micros,  29.3 ,  29.3 ,  19.1 ,  10.1 ,  16.4 ,  21.3 ,  67.5 ,  39.8 ,  11.2 ,  2.8 ,  7.7 ,  8.5 ,  74.0 ,  24.4 ,  44.2 ,  27.7 
2017,Region Central,Sector Terciario,Servicios,Total,Pymes,  67.1 ,  67.1 ,  56.4 ,  30.6 ,  48.6 ,  78.7 ,  87.3 ,  82.2 ,  47.2 ,  11.8 ,  44.0 ,  39.2 ,  90.5 ,  66.3 ,  75.9 ,  62.6 
2017,Region Central,Sector Terciario,Servicios,Total,Grandes,  95.3 ,  95.3 ,  100.0 ,  57.4 ,  87.2 ,  98.6 ,  90.0 ,  95.1 ,  85.3 ,  50.5 ,  85.3 ,  78.3 ,  100.0 ,  95.3 ,  97.2 ,  90.7 
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Información y comunicaciones,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Administración pública y defensa,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Educación,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Educación,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Educación,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Educación,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,  57.8 ,  57.8 ,  39.4 ,  24.9 ,  35.0 ,  49.9 ,  74.3 ,  59.6 ,  31.5 ,  38.8 ,  31.5 ,  32.9 ,  92.7 ,  48.0 ,  65.9 ,  50.3 
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Total,  42.3 ,  42.3 ,  33.1 ,  17.7 ,  28.5 ,  40.7 ,  74.2 ,  54.1 ,  24.5 ,  5.8 ,  21.0 ,  19.7 ,  79.3 ,  39.1 ,  55.2 ,  39.9 
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Micros,  28.5 ,  28.5 ,  19.4 ,  10.2 ,  16.6 ,  20.8 ,  67.7 ,  39.6 ,  11.7 ,  1.6 ,  8.0 ,  8.6 ,  73.2 ,  24.7 ,  44.1 ,  27.5 
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Pymes,  69.2 ,  69.2 ,  58.1 ,  31.6 ,  50.1 ,  81.3 ,  86.9 ,  83.5 ,  48.7 ,  12.2 ,  45.5 ,  40.4 ,  91.5 ,  67.0 ,  76.8 ,  64.0 
2017,Region Central,Sector Terciario,Servicios,Otros servicios,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Total,Total,Total,Total,  42.5 ,  42.5 ,  41.2 ,  20.1 ,  34.9 ,  33.4 ,  77.1 ,  50.9 ,  24.7 ,  10.6 ,  21.2 ,  20.8 ,  78.7 ,  33.7 ,  51.7 ,  40.1 
2017,Region Oriental,Total,Total,Total,Micros,  31.2 ,  31.2 ,  29.2 ,  17.5 ,  25.7 ,  16.5 ,  70.5 ,  38.1 ,  11.7 ,  5.2 ,  8.9 ,  9.6 ,  70.4 ,  21.9 ,  41.3 ,  29.2 
2017,Region Oriental,Total,Total,Total,Pymes,  57.8 ,  57.8 ,  59.6 ,  24.5 ,  49.1 ,  61.3 ,  87.9 ,  71.9 ,  44.8 ,  16.0 ,  40.1 ,  37.6 ,  93.7 ,  54.4 ,  70.1 ,  57.3 
2017,Region Oriental,Total,Total,Total,Grandes,  100.0 ,  100.0 ,  91.1 ,  27.5 ,  72.0 ,  91.1 ,  100.0 ,  94.7 ,  77.7 ,  49.9 ,  71.7 ,  70.4 ,  100.0 ,  68.3 ,  81.0 ,  83.6 
2017,Region Oriental,Sector Primario,Total,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Total,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Total,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Agricultura y ganadería,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Primario,Minas y canteras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Total,Total,Total,  33.7 ,  33.7 ,  27.8 ,  14.9 ,  23.9 ,  37.3 ,  67.5 ,  49.4 ,  27.8 ,  16.4 ,  25.3 ,  24.8 ,  75.6 ,  26.8 ,  46.3 ,  35.6 
2017,Region Oriental,Sector Secundario,Total,Total,Micros,  16.0 ,  16.0 ,  16.1 ,  13.6 ,  15.3 ,  12.1 ,  55.9 ,  29.6 ,  8.3 ,  4.1 ,  4.1 ,  6.2 ,  61.7 ,  11.6 ,  31.7 ,  19.8 
2017,Region Oriental,Sector Secundario,Total,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Total,  38.1 ,  38.1 ,  30.8 ,  16.2 ,  26.4 ,  36.8 ,  61.8 ,  46.8 ,  30.7 ,  20.4 ,  27.6 ,  27.7 ,  76.4 ,  29.5 ,  48.3 ,  37.5 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Micros,  20.6 ,  20.6 ,  20.7 ,  17.5 ,  19.8 ,  4.3 ,  47.5 ,  21.6 ,  10.7 ,  5.2 ,  5.2 ,  8.0 ,  63.9 ,  15.0 ,  34.6 ,  20.9 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,  38.1 ,  38.1 ,  30.8 ,  16.2 ,  26.4 ,  36.8 ,  61.8 ,  46.8 ,  30.7 ,  20.4 ,  27.6 ,  27.7 ,  76.4 ,  29.5 ,  48.3 ,  37.5 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,  20.6 ,  20.6 ,  20.7 ,  17.5 ,  19.8 ,  4.3 ,  47.5 ,  21.6 ,  10.7 ,  5.2 ,  5.2 ,  8.0 ,  63.9 ,  15.0 ,  34.6 ,  20.9 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Construccion,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Construccion,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Construccion,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Secundario,Construccion,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Total,Total,Total,  43.5 ,  43.5 ,  42.9 ,  20.7 ,  36.2 ,  32.9 ,  78.2 ,  51.0 ,  24.3 ,  9.9 ,  20.7 ,  20.4 ,  79.1 ,  34.6 ,  52.4 ,  40.7 
2017,Region Oriental,Sector Terciario,Total,Total,Micros,  32.7 ,  32.7 ,  30.5 ,  17.9 ,  26.7 ,  16.9 ,  71.9 ,  38.9 ,  12.0 ,  5.3 ,  9.4 ,  9.9 ,  71.2 ,  22.9 ,  42.2 ,  30.1 
2017,Region Oriental,Sector Terciario,Total,Total,Pymes,  60.9 ,  60.9 ,  65.5 ,  26.1 ,  53.7 ,  62.5 ,  90.0 ,  73.5 ,  46.8 ,  16.6 ,  40.3 ,  38.8 ,  94.6 ,  55.8 ,  71.3 ,  59.7 
2017,Region Oriental,Sector Terciario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Comercio,Total,Total,  38.0 ,  38.0 ,  30.8 ,  15.4 ,  26.2 ,  25.0 ,  68.2 ,  42.3 ,  17.6 ,  7.5 ,  17.1 ,  15.4 ,  73.0 ,  26.7 ,  45.2 ,  33.4 
2017,Region Oriental,Sector Terciario,Comercio,Total,Micros,  33.8 ,  33.8 ,  23.7 ,  14.6 ,  21.0 ,  15.1 ,  65.7 ,  35.4 ,  10.5 ,  3.8 ,  8.1 ,  8.5 ,  67.8 ,  20.8 ,  39.6 ,  27.7 
2017,Region Oriental,Sector Terciario,Comercio,Total,Pymes,  47.7 ,  47.7 ,  51.2 ,  17.6 ,  41.1 ,  56.0 ,  74.5 ,  63.4 ,  36.6 ,  12.1 ,  43.6 ,  33.8 ,  90.7 ,  41.6 ,  61.2 ,  49.5 
2017,Region Oriental,Sector Terciario,Comercio,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Total,Total,  50.9 ,  50.9 ,  58.9 ,  27.7 ,  49.5 ,  43.4 ,  91.6 ,  62.7 ,  33.3 ,  13.0 ,  25.5 ,  26.9 ,  87.2 ,  45.1 ,  61.9 ,  50.4 
2017,Region Oriental,Sector Terciario,Servicios,Total,Micros,  30.4 ,  30.4 ,  43.7 ,  24.3 ,  37.9 ,  20.5 ,  84.1 ,  45.9 ,  15.0 ,  8.1 ,  12.0 ,  12.7 ,  77.9 ,  26.8 ,  47.3 ,  34.8 
2017,Region Oriental,Sector Terciario,Servicios,Total,Pymes,  69.5 ,  69.5 ,  74.8 ,  31.7 ,  61.9 ,  66.8 ,  100.0 ,  80.1 ,  53.4 ,  19.6 ,  38.2 ,  42.1 ,  97.1 ,  64.9 ,  77.8 ,  66.3 
2017,Region Oriental,Sector Terciario,Servicios,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
