Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Proporcion de las empresas que usan computador/laptop,Proporcion de las empresas que usan tablets o telefonos inteligentes,Proporcion de las empresa que usan internet,Proporcion de las empresas que se conectan a internet a traves de red contratada,Proporcion de las empresas con intranet,Proporcion de las empresas con LAN,Proporcion de las empresas con extranet, Infraestructura ,Porcentaje de los empleados q usan internet para sus labores,Porcentaje de las empresas que usan internet para email,Porcentaje de las empresas que usan internet para Voip,Porcentaje de las empresas que usan internet para mensaje,Porcentaje de las empresas que usan internet para capacitacion, Procesamiento ,Porcentaje de los negocios que usan internet para obtener informacion sobre bienes y servicios,Porcentaje de los negocios que usan internet para obtener informacion sobre el gobierno,"Porcentaje de los negocios que usan internet para interactuar (tramites, PQR) con el gobierno",Porcentaje de los negocios que usan internet para acceso a bancos,Porcentaje de los negocios que usan internet para compras,Porcentaje de las compras realizadas a traves de comercio electronico,Porcentaje de las empresas q realizan los pagos a proveedores o colaboradores a traves de internet,Porcentaje de las empresas que usan internet para contratar empleados,Facilidad para acceder a presonas capacitadas (4 o 5), Insumos ,Porcentaje de los negocios que usan internet para atencion a los clientes,Porcentaje de los negocios que usan internet para ventas,Porcentaje de las VENTAS realizadas a traves de comercio electronico sobre valor de ventas,Porcentaje de los negocios que reciben ordenes por internet,Porcentaje de los negocios que distribuyen productos en linea,Porcentaje de distribucion fisico vs digital,Porcentaje de empresas con medios de pago electronico para los clientes,Porcentaje de las empresas que tiene pagina WEB,Porcentaje de las empresas que tiene presencia en redes sociales,Porcentaje delas empresas que tienen aplicaciones moviles, Distribucion , Calculo del Indice 
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,100%,54%,100%,100%,8%,31%,0%,64.6,100%,85%,23%,53%,39%,64.5,77%,46%,15%,23%,23%,0%,23%,39%,39%,29,92%,23%,4%,31%,23%,7%,23%,54%,85%,11%,34,48
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Total,Total,Total,Total,98%,64%,98%,98%,19%,29%,6%,67.1,81%,93%,37%,58%,50%,66,82%,59%,42%,67%,40%,9%,40%,33%,50%,48,83%,47%,12%,53%,29%,9%,64%,59%,54%,12%,45,57
2017,Antioquia,Total,Total,Total,Micros,99%,56%,98%,98%,14%,28%,7%,65.1,82%,91%,23%,57%,41%,61.1,83%,61%,38%,67%,44%,10%,44%,23%,41%,49,82%,54%,16%,52%,28%,14%,57%,44%,46%,9%,44,55
2017,Antioquia,Total,Total,Total,Pymes,96%,72%,98%,98%,18%,28%,3%,67.9,80%,94%,46%,59%,57%,69,80%,58%,45%,64%,35%,8%,35%,42%,57%,46,84%,38%,7%,52%,32%,5%,69%,71%,64%,14%,45,57
2017,Antioquia,Total,Total,Total,Grandes,100%,59%,100%,100%,85%,48%,35%,78.5,82%,100%,92%,63%,83%,85.8,95%,58%,57%,87%,49%,9%,49%,43%,83%,60,94%,58%,14%,78%,18%,2%,79%,100%,47%,20%,57,70
2017,Antioquia,Sector Primario,Total,Total,Total,100%,46%,100%,96%,8%,45%,0%,64.1,43%,100%,30%,63%,39%,53,69%,53%,65%,65%,26%,9%,26%,11%,39%,41,53%,15%,5%,15%,15%,2%,51%,30%,19%,6%,22,45
2017,Antioquia,Sector Primario,Total,Total,Micros,100%,36%,100%,91%,9%,55%,0%,62.7,54%,100%,36%,63%,36%,57.1,64%,55%,64%,64%,36%,12%,36%,9%,36%,44,82%,27%,11%,18%,27%,6%,27%,27%,27%,6%,27,48
2017,Antioquia,Sector Primario,Total,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Total,100%,45%,100%,95%,10%,60%,0%,65.5,55%,100%,40%,63%,35%,57.7,75%,70%,70%,70%,35%,13%,35%,15%,35%,48,70%,20%,6%,20%,20%,3%,35%,40%,25%,8%,26,49
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Micros,100%,36%,100%,91%,9%,55%,0%,62.7,54%,100%,36%,63%,36%,57.1,64%,55%,64%,64%,36%,12%,36%,9%,36%,44,82%,27%,11%,18%,27%,6%,27%,27%,27%,6%,27,48
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Total,Total,Total,98%,70%,96%,96%,17%,32%,5%,67.7,69%,94%,44%,59%,46%,63.3,84%,63%,50%,73%,38%,10%,38%,36%,46%,50,84%,39%,12%,58%,24%,6%,67%,60%,41%,12%,44,56
2017,Antioquia,Sector Secundario,Total,Total,Micros,96%,72%,96%,96%,4%,39%,0%,66.8,67%,96%,22%,60%,25%,54.9,71%,45%,22%,53%,31%,11%,31%,14%,25%,37,75%,35%,13%,32%,10%,8%,45%,46%,24%,9%,33,48
2017,Antioquia,Sector Secundario,Total,Total,Pymes,98%,67%,95%,95%,15%,22%,2%,65.4,69%,92%,49%,57%,50%,64.4,90%,68%,57%,81%,37%,10%,37%,43%,50%,53,88%,39%,12%,69%,31%,5%,78%,62%,45%,12%,48,58
2017,Antioquia,Sector Secundario,Total,Total,Grandes,100%,88%,100%,100%,75%,88%,50%,88.9,78%,100%,88%,63%,88%,84.8,87%,87%,100%,76%,63%,12%,63%,62%,88%,69,88%,50%,12%,74%,13%,1%,63%,100%,74%,20%,53,74
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Total,97%,72%,95%,95%,16%,33%,5%,67.7,64%,94%,44%,59%,38%,60.2,83%,58%,47%,69%,39%,12%,39%,30%,38%,48,83%,42%,15%,55%,19%,8%,64%,58%,38%,12%,43,55
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Micros,96%,71%,96%,96%,4%,38%,0%,66.3,68%,96%,25%,60%,21%,54.8,71%,42%,25%,50%,29%,9%,29%,13%,21%,35,75%,29%,11%,33%,8%,9%,38%,46%,21%,9%,31,47
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Pymes,97%,69%,94%,94%,17%,22%,3%,65.8,63%,92%,50%,57%,42%,61.2,92%,67%,56%,78%,42%,15%,42%,39%,42%,54,86%,50%,19%,69%,25%,8%,81%,61%,47%,12%,51,58
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,94%,81%,100%,100%,6%,31%,0%,68.8,57%,100%,25%,63%,25%,53.3,88%,56%,50%,75%,25%,5%,25%,25%,25%,43,81%,31%,10%,56%,25%,4%,56%,25%,38%,5%,36,50
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,100%,73%,100%,100%,9%,27%,0%,68.2,51%,100%,36%,63%,36%,56,100%,64%,64%,91%,36%,7%,36%,36%,36%,55,82%,46%,14%,82%,36%,6%,64%,27%,46%,6%,46,56
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,100%,85%,100%,100%,15%,39%,15%,73.8,76%,100%,62%,63%,62%,73.7,92%,69%,46%,62%,62%,11%,62%,15%,62%,57,100%,69%,22%,54%,31%,27%,77%,92%,62%,19%,59,66
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,92%,54%,92%,92%,15%,31%,0%,61.5,82%,85%,31%,53%,31%,59,85%,54%,46%,69%,31%,17%,31%,46%,31%,46,77%,39%,18%,39%,15%,0%,85%,54%,15%,11%,39,51
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Construccion,Total,Total,100%,69%,97%,97%,21%,31%,7%,68.6,81%,93%,48%,58%,69%,72.3,86%,72%,59%,79%,31%,5%,31%,55%,69%,52,90%,28%,3%,69%,35%,1%,72%,66%,52%,13%,45,59
2017,Antioquia,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Construccion,Total,Pymes,100%,65%,96%,96%,13%,22%,0%,65.2,79%,91%,48%,57%,65%,70.2,87%,70%,57%,87%,30%,2%,30%,52%,65%,52,91%,22%,1%,70%,44%,1%,74%,61%,44%,12%,44,58
2017,Antioquia,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Total,Total,Total,97%,62%,99%,99%,20%,27%,7%,67,85%,92%,35%,58%,52%,67.1,82%,59%,39%,65%,41%,9%,41%,32%,52%,48,84%,50%,12%,53%,31%,10%,63%,60%,59%,12%,46,57
2017,Antioquia,Sector Terciario,Total,Total,Micros,99%,54%,98%,98%,15%,25%,8%,65,85%,90%,23%,56%,43%,62.1,85%,64%,40%,70%,46%,10%,46%,24%,43%,51,82%,58%,17%,56%,31%,15%,60%,44%,50%,9%,47,56
2017,Antioquia,Sector Terciario,Total,Total,Pymes,95%,75%,99%,99%,20%,30%,4%,69,86%,95%,46%,59%,60%,71.7,76%,54%,40%,57%,35%,7%,35%,43%,60%,44,84%,38%,5%,47%,33%,5%,65%,76%,73%,15%,45,57
2017,Antioquia,Sector Terciario,Total,Total,Grandes,100%,41%,100%,100%,97%,21%,28%,72.7,84%,100%,94%,63%,85%,87.1,100%,36%,27%,94%,39%,7%,39%,34%,85%,54,100%,67%,16%,82%,22%,2%,92%,100%,34%,20%,61,69
2017,Antioquia,Sector Terciario,Comercio,Total,Total,100%,62%,100%,100%,28%,21%,7%,67.9,88%,97%,41%,60%,62%,72.3,93%,59%,35%,69%,55%,12%,55%,35%,62%,55,76%,55%,15%,69%,31%,13%,76%,52%,59%,10%,50,61
2017,Antioquia,Sector Terciario,Comercio,Total,Micros,100%,53%,100%,100%,21%,21%,11%,65.8,92%,95%,26%,59%,58%,69.4,95%,68%,42%,74%,58%,14%,58%,26%,58%,58,79%,58%,20%,74%,32%,17%,68%,37%,47%,7%,49,61
2017,Antioquia,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Total,Total,94%,62%,98%,98%,12%,34%,7%,65.9,83%,88%,29%,55%,41%,61.6,70%,59%,45%,61%,26%,5%,26%,30%,41%,40,92%,44%,8%,36%,31%,8%,49%,69%,59%,14%,43,53
2017,Antioquia,Sector Terciario,Servicios,Total,Micros,98%,56%,96%,96%,5%,33%,3%,63.6,73%,81%,17%,51%,18%,50.2,69%,56%,36%,63%,25%,5%,25%,21%,18%,38,88%,58%,11%,26%,29%,12%,45%,57%,54%,11%,42,48
2017,Antioquia,Sector Terciario,Servicios,Total,Pymes,91%,66%,99%,99%,12%,35%,7%,66.5,91%,91%,34%,57%,56%,69.2,68%,60%,50%,58%,23%,5%,23%,35%,56%,40,94%,34%,5%,41%,32%,4%,50%,75%,63%,15%,42,54
2017,Antioquia,Sector Terciario,Servicios,Total,Grandes,100%,83%,100%,100%,94%,44%,57%,86.1,66%,100%,87%,63%,69%,77.3,100%,74%,55%,87%,80%,14%,80%,70%,69%,73,100%,33%,17%,63%,46%,4%,83%,100%,70%,20%,54,73
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Total,100%,18%,100%,100%,9%,18%,9%,57.3,96%,82%,27%,51%,27%,61,73%,46%,36%,36%,27%,2%,27%,18%,27%,33,91%,55%,16%,36%,18%,12%,46%,27%,36%,6%,39,47
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Micros,100%,18%,100%,100%,9%,18%,9%,57.3,96%,82%,27%,51%,27%,61,73%,46%,36%,36%,27%,2%,27%,18%,27%,33,91%,55%,16%,36%,18%,12%,46%,27%,36%,6%,39,47
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,100%,82%,100%,100%,11%,32%,8%,71.3,96%,100%,29%,63%,63%,73.5,92%,82%,66%,76%,29%,6%,29%,40%,63%,51,97%,55%,12%,42%,45%,5%,50%,87%,68%,17%,50,62
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,100%,80%,100%,100%,10%,37%,10%,71.7,97%,100%,30%,63%,73%,75.9,90%,80%,70%,70%,30%,5%,30%,40%,73%,51,100%,53%,9%,47%,43%,3%,53%,93%,73%,19%,51,62
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Total,100%,75%,100%,100%,33%,42%,17%,74.2,91%,100%,50%,63%,42%,71.8,92%,83%,75%,58%,17%,3%,17%,25%,42%,42,83%,25%,5%,25%,42%,7%,42%,92%,92%,18%,40,57
2017,Antioquia,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Total,Total,Total,Total,98%,49%,91%,88%,36%,43%,2%,64.4,71%,85%,31%,53%,41%,58,71%,48%,23%,50%,37%,15%,37%,26%,41%,40,80%,44%,12%,41%,28%,3%,39%,46%,52%,9%,38,50
2017,Eje Cafetero,Total,Total,Total,Micros,95%,71%,82%,77%,9%,49%,1%,63.3,75%,75%,18%,47%,12%,48.3,62%,25%,11%,52%,21%,7%,21%,10%,12%,28,65%,25%,3%,32%,18%,5%,35%,27%,55%,5%,28,42
2017,Eje Cafetero,Total,Total,Total,Pymes,100%,35%,95%,94%,53%,39%,3%,64.8,67%,91%,38%,57%,60%,63.6,75%,61%,29%,49%,45%,18%,45%,36%,60%,46,88%,53%,17%,46%,35%,2%,40%,54%,48%,11%,43,54
2017,Eje Cafetero,Total,Total,Total,Grandes,100%,44%,100%,100%,44%,33%,12%,67.6,84%,100%,55%,63%,55%,73.5,100%,77%,44%,56%,77%,45%,77%,40%,55%,66,100%,87%,30%,51%,36%,8%,55%,100%,88%,20%,62,67
2017,Eje Cafetero,Sector Primario,Total,Total,Total,100%,62%,97%,91%,10%,38%,2%,66,54%,97%,44%,61%,34%,57.4,88%,74%,56%,74%,42%,7%,42%,24%,34%,52,41%,19%,3%,44%,17%,4%,34%,23%,15%,5%,23,50
2017,Eje Cafetero,Sector Primario,Total,Total,Micros,100%,70%,95%,85%,0%,30%,0%,64.4,60%,95%,39%,59%,19%,54.7,85%,65%,51%,60%,35%,2%,35%,9%,19%,43,34%,14%,3%,29%,9%,3%,25%,14%,5%,3%,16,45
2017,Eje Cafetero,Sector Primario,Total,Total,Pymes,100%,47%,100%,100%,18%,46%,6%,66.4,47%,100%,46%,63%,51%,59.7,93%,86%,60%,93%,47%,15%,47%,40%,51%,61,46%,27%,5%,62%,22%,7%,42%,31%,24%,6%,31,55
2017,Eje Cafetero,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Total,100%,63%,97%,90%,7%,37%,0%,65.3,55%,97%,40%,61%,27%,55.1,87%,70%,57%,70%,43%,8%,43%,20%,27%,50,37%,17%,3%,43%,17%,5%,37%,17%,10%,3%,21,48
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Micros,100%,68%,95%,84%,0%,32%,0%,64.2,60%,95%,37%,59%,16%,53.3,84%,63%,53%,58%,37%,2%,37%,5%,16%,43,32%,11%,1%,26%,5%,3%,26%,11%,5%,2%,14,44
