Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Porcentaje de las empresas con una estrategia digital específica ,Porcentaje de las empresas abiertas a una transformación digital ,Porcentaje de las empresas que desarrollaron la estrategia y ya esta implementada,Porcentaje de las empresas que desarrollaron la estrategia y esta en proceso de implementacion en 2 años ,Porcentaje de las emrpesas que estan midiendo la transformación digital ,Porcentaje de las empresas que han definido indicadores de desempeño, ESTRATEGIA ,Quien dirigue la estrategia digital de la empresa? ,Quién es el responsable de desarrollar la vision empresarial de los negocios digitales de su organización? , GOBERNANZA ,Porcentaje de las empresas cuyos empleados estan preparados para una estrategia digital ,Porcentaje de las empresas cuyos RRHH son adecuados/suficientes para desarrollar la transfromacion digital , CAPITAL HUMANO , Calculo del Indice 
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Total,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,8.3%,8.3%,  8 ,0.0%,0.0%, - ,  3 
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Construccion,Total,Total,10.0%,30.0%,0.0%,10.0%,20.0%,5.0%,  12 ,29.0%,38.0%,  34 ,15.0%,15.0%,  15 ,  20 
2017,Region Oriental,Sector Secundario,Construccion,Total,Micros,0.0%,36.4%,0.0%,0.0%,18.2%,0.0%,  7 ,38.2%,45.5%,  42 ,27.3%,18.2%,  23 ,  24 
2017,Region Oriental,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Total,Total,Total,9.3%,13.5%,2.4%,3.8%,7.4%,3.0%,  7 ,25.8%,26.6%,  26 ,6.3%,18.6%,  12 ,  15 
2017,Region Oriental,Sector Terciario,Total,Total,Micros,8.3%,13.4%,0.8%,3.1%,6.6%,3.3%,  6 ,23.6%,24.3%,  24 ,5.7%,19.4%,  13 ,  14 
2017,Region Oriental,Sector Terciario,Total,Total,Pymes,14.5%,14.4%,9.3%,6.3%,10.4%,2.1%,  11 ,31.5%,31.3%,  31 ,8.4%,10.2%,  9 ,  17 
2017,Region Oriental,Sector Terciario,Total,Total,Grandes,0.0%,8.8%,0.0%,8.8%,8.8%,0.0%,  4 ,58.3%,70.6%,  64 ,8.8%,61.7%,  35 ,  34 
2017,Region Oriental,Sector Terciario,Comercio,Total,Total,14.0%,12.0%,2.0%,6.0%,8.0%,2.0%,  8 ,27.6%,28.0%,  28 ,4.0%,22.0%,  13 ,  16 
2017,Region Oriental,Sector Terciario,Comercio,Total,Micros,11.1%,13.3%,0.0%,4.4%,6.7%,2.2%,  7 ,24.9%,25.3%,  25 ,2.2%,20.0%,  11 ,  14 
2017,Region Oriental,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Total,Total,2.9%,15.5%,2.9%,0.9%,6.5%,4.5%,  5 ,23.4%,24.8%,  24 ,9.3%,14.0%,  12 ,  14 
2017,Region Oriental,Sector Terciario,Servicios,Total,Micros,3.1%,13.5%,2.4%,0.7%,6.6%,5.5%,  5 ,21.2%,22.5%,  22 ,12.2%,18.3%,  15 ,  14 
2017,Region Oriental,Sector Terciario,Servicios,Total,Pymes,2.6%,19.2%,4.0%,0.0%,5.4%,2.8%,  5 ,27.0%,28.4%,  28 ,2.8%,5.2%,  4 ,  12 
2017,Region Oriental,Sector Terciario,Servicios,Total,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Total,10.0%,15.0%,5.0%,5.0%,20.0%,15.0%,  12 ,23.0%,26.0%,  25 ,0.0%,10.0%,  5 ,  14 
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,20.0%,10.0%,10.0%,10.0%,20.0%,20.0%,  16 ,18.0%,22.0%,  20 ,0.0%,20.0%,  10 ,  15 
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,7.7%,30.8%,7.7%,0.0%,7.7%,0.0%,  8 ,27.7%,30.8%,  29 ,7.7%,23.1%,  15 ,  18 
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,0.0%,26.3%,5.3%,0.0%,15.8%,10.5%,  8 ,40.0%,42.1%,  41 ,21.1%,15.8%,  18 ,  22 
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,0.0%,27.3%,9.1%,0.0%,27.3%,18.2%,  12 ,32.7%,36.4%,  35 ,36.4%,27.3%,  32 ,  26 
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,8.3%,25.0%,0.0%,0.0%,0.0%,0.0%,  5 ,25.0%,25.0%,  25 ,16.7%,16.7%,  17 ,  16 
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,0.0%,0.0%,0.0%,0.0%,0.0%,7.7%,  1 ,7.7%,7.7%,  8 ,0.0%,7.7%,  4 ,  4 
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,
2017,Region Oriental,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Total,Total,Total,Total,4.8%,26.4%,5.6%,4.9%,13.6%,3.6%,  9 ,31.2%,32.1%,  32 ,10.8%,15.6%,  13 ,  18 
2017,Antioquia,Total,Total,Total,Micros,5.4%,29.2%,4.0%,5.1%,16.5%,0.7%,  9 ,32.7%,35.2%,  34 ,7.2%,14.2%,  11 ,  18 
2017,Antioquia,Total,Total,Total,Pymes,3.7%,21.6%,7.7%,4.2%,10.7%,5.8%,  8 ,27.4%,26.9%,  27 ,11.9%,14.7%,  13 ,  16 
2017,Antioquia,Total,Total,Total,Grandes,9.3%,45.8%,0.0%,9.3%,11.9%,12.2%,  12 ,53.6%,53.7%,  54 ,37.4%,39.5%,  38 ,  35 
2017,Antioquia,Sector Primario,Total,Total,Total,3.8%,11.3%,3.8%,0.0%,3.8%,3.8%,  4 ,15.0%,15.8%,  15 ,3.8%,18.8%,  11 ,  10 
2017,Antioquia,Sector Primario,Total,Total,Micros,0.0%,9.1%,0.0%,0.0%,9.1%,9.1%,  4 ,27.3%,27.3%,  27 ,9.1%,27.3%,  18 ,  16 
2017,Antioquia,Sector Primario,Total,Total,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Total,5.0%,15.0%,5.0%,0.0%,5.0%,5.0%,  6 ,20.0%,21.0%,  21 ,5.0%,25.0%,  15 ,  14 
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Micros,0.0%,9.1%,0.0%,0.0%,9.1%,9.1%,  4 ,27.3%,27.3%,  27 ,9.1%,27.3%,  18 ,  16 
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Total,Total,Total,4.3%,18.2%,6.4%,1.1%,6.4%,4.3%,  6 ,22.2%,25.0%,  24 ,8.2%,18.0%,  13 ,  14 
2017,Antioquia,Sector Secundario,Total,Total,Micros,7.3%,22.0%,3.3%,3.7%,3.7%,0.0%,  6 ,36.1%,37.6%,  37 ,13.4%,24.4%,  19 ,  21 
2017,Antioquia,Sector Secundario,Total,Total,Pymes,3.5%,17.2%,8.7%,0.0%,6.9%,5.2%,  6 ,15.5%,19.6%,  18 ,6.8%,17.4%,  12 ,  12 
2017,Antioquia,Sector Secundario,Total,Total,Grandes,0.0%,11.9%,0.0%,0.0%,11.9%,13.1%,  5 ,22.6%,20.2%,  21 ,0.0%,0.0%, - ,  9 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Total,6.3%,23.4%,7.8%,1.6%,7.8%,6.3%,  8 ,26.9%,31.3%,  29 ,7.8%,23.4%,  16 ,  18 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Micros,8.3%,25.0%,0.0%,4.2%,4.2%,0.0%,  6 ,34.2%,35.8%,  35 ,8.3%,20.8%,  15 ,  19 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Pymes,5.6%,25.0%,13.9%,0.0%,11.1%,8.3%,  10 ,22.3%,28.9%,  26 ,8.3%,27.8%,  18 ,  18 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,0.0%,18.8%,12.5%,0.0%,6.3%,12.5%,  7 ,23.8%,25.0%,  24 ,6.3%,18.8%,  13 ,  15 
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,0.0%,18.2%,18.2%,0.0%,9.1%,18.2%,  9 ,16.4%,18.2%,  17 ,9.1%,18.2%,  14 ,  13 
2017,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,15.4%,46.2%,0.0%,7.7%,7.7%,0.0%,  12 ,41.6%,53.8%,  48 ,7.7%,46.2%,  27 ,  29 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,0.0%,15.4%,7.7%,0.0%,0.0%,0.0%,  3 ,15.4%,15.4%,  15 ,15.4%,7.7%,  12 ,  10 
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Construccion,Total,Total,0.0%,6.9%,3.4%,0.0%,3.4%,0.0%,  2 ,9.7%,9.0%,  9 ,6.9%,3.4%,  5 ,  6 
2017,Antioquia,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Secundario,Construccion,Total,Pymes,0.0%,4.3%,0.0%,0.0%,0.0%,0.0%,  -   ,4.3%,4.3%,  4 ,4.3%,0.0%,  2 ,  2 
2017,Antioquia,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Total,Total,Total,5.0%,29.1%,5.4%,6.1%,15.8%,3.4%,  10 ,34.1%,34.6%,  34 ,11.7%,14.9%,  13 ,  19 
2017,Antioquia,Sector Terciario,Total,Total,Micros,5.3%,30.7%,4.2%,5.4%,18.6%,0.6%,  10 ,32.3%,35.0%,  34 ,6.2%,12.4%,  9 ,  18 
2017,Antioquia,Sector Terciario,Total,Total,Pymes,3.7%,23.9%,7.4%,6.1%,12.7%,6.2%,  9 ,32.9%,30.5%,  32 ,14.3%,14.0%,  14 ,  18 
2017,Antioquia,Sector Terciario,Total,Total,Grandes,15.9%,67.2%,0.0%,15.9%,12.8%,12.5%,  17 ,76.6%,78.3%,  77 ,64.1%,64.1%,  64 ,  53 
2017,Antioquia,Sector Terciario,Comercio,Total,Total,3.4%,41.4%,3.4%,6.9%,20.7%,0.0%,  11 ,44.1%,42.8%,  43 ,13.8%,17.2%,  16 ,  23 
2017,Antioquia,Sector Terciario,Comercio,Total,Micros,5.3%,36.8%,0.0%,5.3%,26.3%,0.0%,  11 ,37.9%,37.9%,  38 ,5.3%,15.8%,  11 ,  20 
2017,Antioquia,Sector Terciario,Comercio,Total,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Total,Total,6.6%,16.1%,7.5%,5.2%,10.7%,6.9%,  8 ,23.5%,26.0%,  25 ,9.4%,12.4%,  11 ,  15 
2017,Antioquia,Sector Terciario,Servicios,Total,Micros,5.4%,20.6%,11.3%,5.7%,5.7%,1.5%,  8 ,23.2%,30.3%,  27 ,7.9%,6.9%,  7 ,  14 
2017,Antioquia,Sector Terciario,Servicios,Total,Pymes,5.9%,11.6%,5.2%,3.1%,13.6%,9.9%,  8 ,22.0%,20.9%,  21 ,9.6%,15.7%,  13 ,  14 
2017,Antioquia,Sector Terciario,Servicios,Total,Grandes,32.6%,32.6%,0.0%,32.6%,26.2%,25.7%,  24 ,51.8%,55.5%,  54 ,26.2%,26.2%,  26 ,  35 
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Total,0.0%,18.2%,0.0%,9.1%,9.1%,9.1%,  5 ,14.5%,14.5%,  15 ,9.1%,9.1%,  9 ,  10 
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Micros,0.0%,18.2%,0.0%,9.1%,9.1%,9.1%,  5 ,14.5%,14.5%,  15 ,9.1%,9.1%,  9 ,  10 
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,7.9%,18.4%,5.3%,7.9%,18.4%,5.3%,  10 ,28.4%,28.4%,  28 ,15.8%,13.2%,  14 ,  18 
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,3.3%,10.0%,6.7%,0.0%,13.3%,3.3%,  6 ,23.3%,23.3%,  23 ,6.7%,10.0%,  8 ,  13 
2017,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Total,16.7%,25.0%,0.0%,16.7%,8.3%,8.3%,  12 ,8.4%,20.0%,  14 ,8.3%,16.7%,  13 ,  13 
2017,Antioquia,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,
2017,Eje Cafetero,Total,Total,Total,Total,7.8%,12.2%,1.0%,2.7%,5.8%,4.5%,  6 ,20.5%,20.1%,  20 ,5.6%,13.3%,  9 ,  12 
2017,Eje Cafetero,Total,Total,Total,Micros,10.9%,18.9%,0.0%,0.0%,2.4%,0.0%,  6 ,28.0%,26.1%,  27 ,5.9%,16.9%,  11 ,  15 
